"Age","Traffic","Spans","Length","ImprovementCost","Humidity","Temperature","DaysBelow0C","Wetness","Precipitation"
22,600,3,27.9,109,76,17.8,27,4512,1039.26
8,2400,4,253,23073,74,18.2,25,4253,1055.31
72,1630,12,50.9,199,78,20.7,0,4392,1541.35
9,3000,3,187,0,77,17.3,31,4643,1076.38
75,830,3,89.9,352,76,17.8,27,4512,1039.26
55,77750,3,23,286,76,17.8,27,4512,1039.26
37,490,6,66.9,262,77,18.5,15,4386,1102.21
5,3230,3,259.8,23088,78,15.1,59,4627,1252.83
50,33350,3,161.1,629,76,20,3,4432,1557.81
12,1930,4,507.9,3068,77,16.2,47,4355,1210.12
58,41840,3,191.9,750,76,17.2,36,4474,1115.61
17,5810,8,799.9,0,78,15.1,59,4627,1252.83
14,7610,3,189,738,77,16.3,43,4537,1196.86
84,810,4,44,172,76,19.2,13,4163,1241.28
33,100,3,44,172,78,18.9,14,4676,1384.74
58,61420,5,315.9,2582,76,17.2,36,4474,1115.61
31,290,3,33.1,129,76,17.2,36,4474,1115.61
15,1350,4,430.1,1680,75,18.3,16,4199,1141.68
9,4120,3,180.1,692107,76,16.8,41,4359,1120.56
2,8350,3,28.9,2516,76,18.9,14,4231,1334.9
35,600,7,140.1,547,81,19.7,9,5250,1452.15
83,1910,2,26.9,134,78,13.4,76,4325,1558.15
23,24260,3,297.9,1799,77,16.3,43,4537,1196.86
57,600,1,37.1,145,76,16.7,39,4482,1150.77
7,5530,1,111.9,9916,76,20,3,4432,1557.81
80,1930,3,25.9,129,74,18.2,25,4253,1055.31
63,1120,3,25.9,102,78,19.4,8,4437,1294.62
63,790,5,102,399,78,19.1,8,4599,1293.02
24,8700,3,274.9,1661,76,16.7,39,4482,1150.77
63,2202,4,251,981,76,16.8,41,4359,1120.56
66,1430,3,89.9,352,79,18.9,10,4683,1302.41
5,244,5,158.1,14060,77,17.3,31,4643,1076.38
59,680,3,37.1,145,76,18.2,22,4269,1023.09
35,6120,3,21,149,78,14.4,69,4451,1510
44,120,4,160.1,625,77,17.3,31,4643,1076.38
45,23350,2,21,127,76,16.7,39,4482,1150.77
79,17170,3,64,455,76,17.8,27,4512,1039.26
57,42640,2,29.9,117,80,14.8,71,4637,1723.08
18,2110,3,169.9,664,77,18.8,14,4423,1133.43
61,580,6,210,821,80,19.3,11,4951,1474.19
35,6490,5,55.1,215,76,16.8,41,4359,1120.56
12,22400,3,297.9,1164,74,18,19,3993,1394.54
71,900,4,39,152,75,19.3,7,4325,1544.85
45,49670,3,230,1879,77,17.9,30,4756,1107.59
14,260,4,37.1,145,77,17.3,33,4649,1148.89
22,600,3,25.9,102,77,16.3,43,4537,1196.86
96,990,3,25.9,102,76,18.4,15,4225,1431.38
14,8030,15,884.8,3458,76,18.4,15,4225,1431.38
42,3930,3,37.1,145,78,15.8,52,4607,1283.64
26,490,3,285.1,1114,78,13.4,76,4325,1558.15
43,2770,7,210,821,76,19.5,6,4317,1325.87
13,1400,4,383.9,3137,77,17.3,33,4649,1148.89
56,66760,3,25.9,212,76,17.8,27,4512,1039.26
37,14710,3,89.9,352,77,16.2,47,4355,1210.12
63,1360,4,36.1,141,78,15.1,59,4627,1252.83
16,3110,1,47.9,188,77,16.3,43,4537,1196.86
71,34090,3,38.1,229,77,16.2,47,4355,1210.12
62,600,3,32.2,0,77,17.9,25,4528,1072.98
46,100,3,89.9,352,77,18.8,14,4423,1133.43
12,41000,3,202.1,1650,77,17.9,30,4756,1107.59
56,46090,4,256.9,1278,76,20,3,4432,1557.81
32,160,3,28.9,113,75,17.7,25,4277,1191.47
37,31090,4,270,1630,77,16.3,43,4537,1196.86
29,3120,4,298.9,1805,79,19.5,8,4841,1472.46
57,600,3,25.9,102,76,18.2,22,4269,1023.09
55,3050,5,183.1,715,76,17.8,27,4512,1039.26
15,80,3,25.9,0,80,19.3,11,4951,1474.19
32,1230,2,22,133,74,18.2,25,4253,1055.31
8,5260,3,199.1,17671,76,18.9,14,4231,1334.9
55,8910,4,252,985,76,16.8,41,4359,1120.56
72,600,4,40,156,78,19.4,8,4437,1294.62
44,2990,2,310,0,77,17.3,33,4649,1148.89
54,3400,2,21,82,75,18.3,16,4199,1141.68
56,33240,4,236.9,0,76,16.8,41,4359,1120.56
8,1930,3,89.9,7992,77,16.3,43,4537,1196.86
32,2202,3,22,86,77,16.2,47,4355,1210.12
85,10190,3,140.1,547,76,17.8,27,4512,1039.26
52,38650,3,188,1736,76,17.8,27,4512,1039.26
5,1096,3,34.1,3034,76,16.7,39,4482,1150.77
25,850,5,200.1,0,77,18.8,14,4423,1133.43
16,122670,1,108.9,1239,76,16.8,41,4359,1120.56
88,10260,4,40,284,76,19.2,9,4289,1149.91
52,61650,3,158.1,786,77,16.3,43,4537,1196.86
6,20150,3,261.2,23162,74,18,19,3993,1394.54
36,2150,3,28.9,113,76,19.2,9,4289,1149.91
52,31460,5,200.1,0,76,17.8,27,4512,1039.26
35,600,3,41,160,79,19.4,10,4738,1381.25
25,11540,3,32.2,125,77,16.2,47,4355,1210.12
55,2202,3,120.1,469,77,16.2,47,4355,1210.12
43,3060,3,26.9,105,76,20,3,4432,1557.81
7,38250,4,325.1,28860,76,19.2,13,4163,1241.28
58,5390,4,234.9,282,76,16.8,41,4359,1120.56
14,3740,3,299.9,1172,77,16.3,43,4537,1196.86
52,67920,8,319.9,2614,76,20,3,4432,1557.81
4,17550,2,240.2,21312,76,17.2,36,4474,1115.61
4,16650,3,195.9,17390,77,16.4,43,4521,1263.46
43,490,3,37.1,145,77,16.4,43,4521,1263.46
51,6940,7,252,985,74,18,19,3993,1394.54
6,410,5,569.9,50616,78,19.4,8,4437,1294.62
39,9100,3,44.9,0,76,16.8,41,4359,1120.56
34,1040,3,24,94,75,18.6,16,4198,1088.31
96,7350,3,32.2,125,77,17.9,25,4528,1072.98
24,1270,7,279.9,1094,77,18.8,14,4423,1133.43
48,3900,2,23,90,78,14.9,65,4524,1515.94
62,22020,2,22,156,77,16.2,47,4355,1210.12
57,600,4,49.9,195,74,18.2,25,4253,1055.31
34,10,3,23,90,78,18.9,14,4676,1384.74
46,23350,3,165,0,77,16.8,38,4652,1241.05
42,890,4,206,805,76,18.4,15,4225,1431.38
11,500,3,89.9,352,76,16.7,39,4482,1150.77
19,15880,6,493.1,1926,77,16.3,43,4537,1196.86
42,490,8,160.1,625,79,19.4,10,4738,1381.25
3,490,3,120.1,10656,77,17.3,33,4649,1148.89
22,1930,2,151.9,594,76,16.7,39,4482,1150.77
85,1500,2,21,82,76,19.2,9,4289,1149.91
47,110,9,180.1,703,77,18.5,19,4761,1162.61
54,135310,2,155.8,0,77,16.2,47,4355,1210.12
7,6050,7,952.1,84537,78,15.1,59,4627,1252.83
21,17450,10,399.9,1563,76,20,3,4432,1557.81
11,2280,6,220.1,860,78,19.4,8,4437,1294.62
51,700,3,26.9,105,74,18.2,25,4253,1055.31
62,1560,4,111.9,438,76,18.4,15,4225,1431.38
63,1610,5,174.9,186,76,17.2,36,4474,1115.61
16,4040,3,396,1547,76,16.7,39,4482,1150.77
61,340,2,22,86,78,15.8,52,4607,1283.64
59,470,5,149.9,586,78,15.8,52,4607,1283.64
47,22470,2,246.1,1485,76,18.2,22,4269,1023.09
7,11850,4,329.1,29215,76,19.2,13,4163,1241.28
58,2202,3,28.9,113,77,16.2,47,4355,1210.12
60,360,3,84,328,78,19.4,8,4437,1294.62
96,780,2,47.9,50,77,18.8,14,4423,1133.43
21,140,3,159.1,621,77,18.8,14,4423,1133.43
42,300,4,43,168,75,17.7,25,4277,1191.47
32,1390,2,1339.9,5236,80,19.3,11,4951,1474.19
73,4380,4,61,238,78,13.7,74,4453,1501.58
32,80,3,24,94,78,15.8,52,4607,1283.64
42,5370,5,180.1,703,79,18.9,10,4683,1302.41
35,10,3,29.9,117,75,18.3,16,4199,1141.68
42,490,5,55.1,215,78,15.1,59,4627,1252.83
3,6675,1,122,10804,76,17.2,36,4474,1115.61
70,5510,3,24,94,76,16.8,41,4359,1120.56
69,1350,3,32.2,125,78,19.1,8,4599,1293.02
4,490,1,146,12950,77,16.8,38,4652,1241.05
25,130,4,40,0,80,19.3,11,4951,1474.19
45,28140,3,196.9,770,77,17.3,33,4649,1148.89
55,27290,2,21,127,76,17.5,32,4518,1116.36
73,740,2,21,82,77,18.8,14,4423,1133.43
55,45390,6,240.2,938,76,17.8,27,4512,1039.26
57,20790,7,257.9,459,75,18.6,16,4198,1088.31
64,400,5,140.1,0,77,18.5,15,4386,1102.21
37,8370,2,188,735,77,16.2,47,4355,1210.12
61,66210,3,201.1,1642,78,16,50,4568,1345.25
46,16760,3,152.9,598,75,18.7,16,4211,1174.05
54,6500,8,308.1,2188,80,19.3,11,4951,1474.19
59,2202,2,21,82,77,16.2,47,4355,1210.12
43,490,4,44.9,176,76,18.9,14,4231,1334.9
62,1940,3,32.2,125,76,16.8,41,4359,1120.56
52,10010,3,189,738,76,17.8,27,4512,1039.26
54,4250,5,190,742,77,17.9,30,4756,1107.59
27,23280,3,210,1492,77,16.2,47,4355,1210.12
68,180,3,32.2,125,80,20.3,3,5197,1403.16
52,41890,2,755.9,3759,78,20.7,0,4392,1541.35
84,900,3,32.2,125,75,18.3,16,4199,1141.68
50,490,4,44,172,77,17.9,25,4528,1072.98
34,105410,1,172.9,0,76,16.8,41,4359,1120.56
36,11620,1,60,426,76,16.8,41,4359,1120.56
90,1200,3,32.2,0,77,18.8,14,4423,1133.43
20,1270,3,120.1,469,76,18.9,14,4231,1334.9
37,3090,3,44.9,176,78,16,50,4568,1345.25
68,360,3,28.9,113,74,18.2,25,4253,1055.31
60,2930,2,22,86,77,17.9,30,4756,1107.59
75,600,2,21,82,77,17.9,25,4528,1072.98
43,160,9,180.1,703,79,19.4,10,4738,1381.25
18,368,1,30.8,90,77,16.2,47,4355,1210.12
2,7515,1,40,3552,74,18,19,3993,1394.54
32,80,4,149.9,586,77,17.9,25,4528,1072.98
19,1950,2,250,977,76,17.5,32,4518,1116.36
63,240,3,105,0,77,18.5,15,4386,1102.21
76,490,2,21,82,76,18.9,14,4231,1334.9
2,20650,1,25.9,2738,74,18,19,3993,1394.54
46,17900,5,200.1,781,76,18.9,14,4231,1334.9
39,600,3,60,234,78,19.4,8,4437,1294.62
37,1600,5,396,0,77,16.2,47,4355,1210.12
60,490,3,32.2,0,77,17.3,31,4643,1076.38
66,270,3,28.9,113,76,19.5,6,4317,1325.87
31,50,3,32.2,125,78,15.8,52,4607,1283.64
8,9000,4,474.1,42106,76,16.8,41,4359,1120.56
30,1260,3,34.1,133,77,16.4,43,4521,1263.46
56,72700,5,35.1,286,76,16.8,41,4359,1120.56
91,3870,4,35.1,137,78,19.4,8,4437,1294.62
37,40680,1,92.8,363,77,17.9,30,4756,1107.59
18,740,6,240.2,938,80,19.3,11,4951,1474.19
5,100,5,240.2,21312,76,19.2,9,4289,1149.91
19,660,3,32.2,125,78,15.6,57,4521,1462.63
51,25780,4,240.2,938,76,17.5,32,4518,1116.36
92,8930,3,133.9,524,77,17.9,30,4756,1107.59
27,270,7,259.8,1016,77,18.5,15,4386,1102.21
3,490,3,142.1,12580,79,18.9,10,4683,1302.41
48,490,4,40,156,78,19.1,8,4599,1293.02
37,7630,6,240.2,938,77,18.5,15,4386,1102.21
8,9390,2,21,1865,76,19.2,13,4163,1241.28
42,25320,3,120.1,469,76,20,3,4432,1557.81
49,28670,4,301.8,1824,77,16.2,47,4355,1210.12
37,38310,1,58.1,536,77,16.2,47,4355,1210.12
36,3870,4,160.1,625,78,19.4,8,4437,1294.62
7,14130,1,118.1,10478,78,15.1,59,4627,1252.83
28,40,2,24,94,77,18.5,15,4386,1102.21
70,3810,3,30.8,0,77,16.8,38,4652,1241.05
34,3580,4,151.9,594,78,19.4,8,4437,1294.62
61,1890,3,102,399,76,16.7,39,4482,1150.77
23,43610,4,325.1,1270,77,16.4,43,4521,1263.46
34,7430,4,394,2799,76,16.8,41,4359,1120.56
57,600,3,34.1,133,79,19.4,10,4738,1381.25
61,1600,3,107.9,422,77,18.5,15,4386,1102.21
34,3120,3,180.1,703,77,17.9,30,4756,1107.59
31,39310,3,109.9,664,76,20,3,4432,1557.81
16,40110,3,209,1485,76,16.8,41,4359,1120.56
29,2202,3,24,94,76,16.8,41,4359,1120.56
72,28580,4,133.9,952,77,16.2,47,4355,1210.12
44,9560,2,294,1149,77,17.9,30,4756,1107.59
71,400,6,65,0,75,18.6,16,4198,1088.31
63,11090,4,208,813,79,19.4,10,4738,1381.25
29,3750,3,84,328,77,18.8,14,4423,1133.43
18,104,3,30.8,121,76,17.2,36,4474,1115.61
15,10480,5,589.9,2305,78,13.7,74,4453,1501.58
20,980,4,44.9,0,77,16.8,38,4652,1241.05
74,5750,2,22,0,78,14.9,65,4524,1515.94
53,31390,3,120.1,469,78,15.6,57,4521,1462.63
67,490,2,21,82,76,18.2,22,4269,1023.09
18,3130,23,1100.1,4298,74,18.2,25,4253,1055.31
32,600,1,33.1,129,76,17.5,32,4518,1116.36
10,400,3,28.5,1,77,17.9,30,4756,1107.59
18,490,8,160.1,0,80,19.3,11,4951,1474.19
54,290,4,144,0,77,19.9,5,4656,1447.84
30,860,7,252,0,75,18.6,16,4198,1088.31
35,2590,8,319.9,1250,77,18.8,14,4423,1133.43
53,62330,7,528.9,2631,76,16.7,39,4482,1150.77
45,28140,4,234.9,918,77,17.3,33,4649,1148.89
31,950,4,39,152,75,19.3,7,4325,1544.85
18,3470,13,520,2032,75,18.3,16,4199,1141.68
29,4670,3,44,172,78,13.4,76,4325,1558.15
22,40,1,24,94,75,18.3,16,4199,1141.68
90,7720,3,25.9,185,78,19.1,8,4599,1293.02
26,490,1,42,119,77,16.4,43,4521,1263.46
64,420,3,81,316,79,18.9,10,4683,1302.41
54,74660,4,49.9,462,77,16.2,47,4355,1210.12
56,1940,3,38.1,148,77,16.2,47,4355,1210.12
15,10,2,26.9,105,80,19.3,11,4951,1474.19
45,2810,5,200.1,781,80,19.3,11,4951,1474.19
45,1140,18,359.9,1407,79,19.4,10,4738,1381.25
34,490,2,26.9,105,76,16.7,39,4482,1150.77
51,20250,5,200.1,0,76,18.2,22,4269,1023.09
36,100,1,34.1,23,78,14.9,65,4524,1515.94
59,42580,3,45.9,229,76,18.2,22,4269,1023.09
35,1490,5,29.9,117,75,18.3,16,4199,1141.68
52,64580,2,179.1,1081,77,16.3,43,4537,1196.86
75,1480,2,21,82,79,19.4,13,4642,1418.14
55,300,4,258.9,1012,76,17.2,36,4474,1115.61
3,9848,3,211.9,18870,77,16.4,43,4521,1263.46
26,150,4,140.1,547,80,19.3,11,4951,1474.19
41,600,2,42,164,80,19.3,11,4951,1474.19
50,490,6,403.9,1579,78,20.4,4,4824,1481.42
7,24950,4,47.9,17760,77,16.2,47,4355,1210.12
22,1930,3,24,94,76,16.8,41,4359,1120.56
47,490,4,80.1,313,78,18.9,14,4676,1384.74
4,490,1,68.2,6068,77,17.3,33,4649,1148.89
30,490,3,25.9,102,75,18.7,16,4211,1174.05
64,33180,3,151.9,1242,79,18.9,10,4683,1302.41
47,510,3,102,399,74,18.2,25,4253,1055.31
30,7390,3,25.9,102,77,16.4,43,4521,1263.46
63,270,3,113.8,445,76,17.3,32,4479,1129.57
57,600,3,27.9,109,79,19.4,10,4738,1381.25
40,12140,2,319.9,1250,77,16.2,47,4355,1210.12
40,750,3,215.9,844,79,19.5,8,4841,1472.46
11,750,6,63,246,79,19.5,8,4841,1472.46
46,17850,3,25.9,157,77,17.3,33,4649,1148.89
35,6490,3,28.9,113,76,16.8,41,4359,1120.56
41,23430,3,147,888,74,18,19,3993,1394.54
62,1460,3,23,90,79,19.5,8,4841,1472.46
94,4420,2,29.9,149,75,17.7,25,4277,1191.47
52,1760,4,39,152,78,14.4,69,4451,1510
15,490,2,21,82,77,17.3,31,4643,1076.38
64,1950,4,44,172,79,19.5,8,4841,1472.46
23,18190,4,292,2074,77,16.2,47,4355,1210.12
57,150,6,180.1,703,76,19.2,13,4163,1241.28
42,770,8,304.1,1188,78,14.4,69,4451,1510
70,2750,3,24,94,76,17.8,27,4512,1039.26
74,2810,3,23,90,76,19.5,6,4317,1325.87
30,620,3,60,234,76,17.2,36,4474,1115.61
1,1400,3,154.9,13764,77,16.8,38,4652,1241.05
62,4970,4,56.1,219,77,19.9,5,4656,1447.84
57,670,2,21,82,76,19.5,6,4317,1325.87
35,104,3,26.9,105,76,17.2,36,4474,1115.61
25,22220,54,3911.1,23616,76,20,3,4432,1557.81
3,20,4,47.9,4292,77,17.3,33,4649,1148.89
29,3440,3,109.9,430,77,16.3,43,4537,1196.86
38,420,4,44,172,78,19.4,8,4437,1294.62
12,3500,1,151.9,594,77,16.3,43,4537,1196.86
18,22190,3,279.9,1094,74,18,19,3993,1394.54
42,490,4,82,320,78,19.1,8,4599,1293.02
68,840,10,270,1055,78,18.9,14,4676,1384.74
12,10900,3,230,0,75,18.6,16,4198,1088.31
38,1930,4,40,0,76,16.8,41,4359,1120.56
72,380,3,25.9,0,74,18.2,25,4253,1055.31
28,1930,2,199.1,0,76,16.8,41,4359,1120.56
28,2670,3,154.9,606,76,18.2,22,4269,1023.09
34,53580,2,418,1633,77,17.9,30,4756,1107.59
40,41060,3,28.9,175,77,16.4,43,4521,1263.46
24,22190,3,186,727,74,18,19,3993,1394.54
60,6500,6,61,368,79,19.4,10,4738,1381.25
17,9270,3,34.1,169,77,16.4,43,4521,1263.46
52,8690,3,29.9,117,77,16.4,43,4521,1263.46
90,1310,4,44,172,77,18.5,15,4386,1102.21
67,1430,7,105,410,78,20.4,4,4824,1481.42
42,430,3,26.9,2397,77,16.2,47,4355,1210.12
67,1768,2,24.9,98,77,17.9,30,4756,1107.59
44,21960,4,353,1379,77,16.2,47,4355,1210.12
41,30,4,75.1,293,78,18.9,14,4676,1384.74
47,280,3,32.2,0,77,18.5,15,4386,1102.21
62,13770,2,22,86,77,16.2,47,4355,1210.12
41,490,3,28.9,113,77,17.3,31,4643,1076.38
4,1120,3,310,27528,77,18.8,14,4423,1133.43
89,2160,3,32.2,125,79,19.5,8,4841,1472.46
6,140,3,37.1,3256,76,17.2,36,4474,1115.61
53,41950,3,35.1,286,76,17.8,27,4512,1039.26
5,6750,6,122,10833,79,19.9,5,4891,1458.74
59,42580,3,45.9,229,76,18.2,22,4269,1023.09
30,11740,7,279.9,1094,77,16.3,43,4537,1196.86
43,600,3,43,168,78,13.4,76,4325,1558.15
39,2240,6,191.9,750,77,17.3,33,4649,1148.89
73,970,2,21,82,76,18.6,20,4202,1137.8
18,30540,3,140.1,547,77,16.2,47,4355,1210.12
51,740,4,128,500,76,18.9,14,4231,1334.9
23,3680,5,294,0,78,16,50,4568,1345.25
27,490,5,100.1,391,78,18.9,14,4676,1384.74
26,600,3,100.1,391,78,15.8,52,4607,1283.64
29,600,5,180.1,703,77,17.9,25,4528,1072.98
55,18660,2,22,86,80,14.8,71,4637,1723.08
29,1110,8,319.9,1250,79,19.5,8,4841,1472.46
42,75420,3,157.2,613,77,16.2,47,4355,1210.12
30,1000,4,30.8,121,75,18.7,16,4211,1174.05
31,20,1,39,111,76,17.3,32,4479,1129.57
8,400,4,115.2,1,76,20,3,4432,1557.81
6,18160,3,169.9,15096,74,18,19,3993,1394.54
61,1110,3,33.1,129,77,16.8,38,4652,1241.05
31,1940,1,112.9,442,77,16.2,47,4355,1210.12
65,110,3,25.9,102,80,19.3,11,4951,1474.19
12,100,1,64,250,77,16.4,43,4521,1263.46
39,53580,2,22,274,77,17.9,30,4756,1107.59
69,680,2,21,82,78,15.8,52,4607,1283.64
42,70,4,160.1,625,76,18.6,20,4202,1137.8
32,280,2,21,82,78,13.7,74,4453,1501.58
10,500,2,21,1,77,17.9,30,4756,1107.59
35,5640,3,33.1,129,76,16.7,39,4482,1150.77
44,490,8,162.1,633,79,19.5,8,4841,1472.46
35,2600,2,22,86,74,18,19,3993,1394.54
77,10200,2,42,164,76,16.8,41,4359,1120.56
42,30710,2,387.1,1512,78,15.6,57,4521,1462.63
30,130,3,37.1,145,76,17.8,27,4512,1039.26
94,7540,5,44,266,76,20,3,4432,1557.81
13,850,1,49.9,195,79,19.5,8,4841,1472.46
71,18010,3,21,127,76,16.8,41,4359,1120.56
67,310,5,134.8,527,78,18.9,14,4676,1384.74
24,660,9,359.9,1407,80,19.3,11,4951,1474.19
15,110,3,40,156,80,19.3,11,4951,1474.19
40,16670,3,210,821,77,16.2,47,4355,1210.12
27,4020,6,180.1,703,76,18.6,20,4202,1137.8
11,1270,3,375,1465,77,16.3,43,4537,1196.86
50,18430,3,211.9,0,77,19.9,5,4656,1447.84
57,143670,4,42,0,76,16.8,41,4359,1120.56
7,9120,1,80.1,7104,77,16.2,47,4355,1210.12
45,29290,4,269,1051,77,17.3,33,4649,1148.89
2,10575,1,69.9,6216,79,19.4,10,4738,1381.25
44,600,3,24.9,98,79,19.4,10,4738,1381.25
51,180,8,160.1,0,77,19.9,5,4656,1447.84
86,490,1,42,119,78,13.4,76,4325,1558.15
20,3770,2,244.1,953,77,16.4,43,4521,1263.46
62,11780,3,107.9,422,76,19.2,13,4163,1241.28
57,490,3,25.9,102,78,20.4,4,4824,1481.42
16,830,2,26.9,105,75,17.7,25,4277,1191.47
37,25700,4,463.9,3296,77,17.9,30,4756,1107.59
84,5400,2,21,149,77,17.3,31,4643,1076.38
87,1770,3,23,90,81,19.8,6,5214,1428.05
58,17520,3,146,570,77,16.4,43,4521,1263.46
30,4000,4,48.9,191,78,15.6,57,4521,1462.63
5,490,1,40,3404,78,16,50,4568,1345.25
40,12370,9,745.1,2117,78,14.9,65,4524,1515.94
17,5810,11,1100.1,0,78,15.1,59,4627,1252.83
54,140510,1,133.9,0,77,16.2,47,4355,1210.12
41,6500,5,63,380,78,14.4,69,4451,1510
15,1030,3,140.1,0,77,17.9,25,4528,1072.98
31,190,2,60,234,79,19.9,5,4891,1458.74
45,19600,3,28.9,113,76,18.9,14,4231,1334.9
47,150,3,32.2,0,77,18.5,15,4386,1102.21
29,1570,5,160.1,625,77,16.3,43,4537,1196.86
4,490,6,120.1,10656,77,18.8,14,4423,1133.43
28,29420,5,180.1,703,76,16.8,41,4359,1120.56
90,740,3,28.9,113,77,17.9,25,4528,1072.98
46,16760,3,152.9,598,75,18.7,16,4211,1174.05
32,15680,3,174.9,684,78,15.1,59,4627,1252.83
33,13740,3,232.9,0,78,14.4,69,4451,1510
9,4500,10,620.1,55056,75,18.7,16,4211,1174.05
82,1770,3,28.9,113,78,19.1,8,4599,1293.02
20,500,3,315,1231,77,16.4,43,4521,1263.46
41,4830,4,144,716,77,17.3,33,4649,1148.89
53,45200,2,21,216,77,16.2,47,4355,1210.12
30,2400,5,350.1,0,77,16.2,47,4355,1210.12
17,1410,4,240.2,938,75,18.7,16,4211,1174.05
42,490,4,160.1,625,81,19.7,9,5250,1452.15
43,6740,2,306.1,1196,77,16.2,47,4355,1210.12
62,490,3,32.2,125,77,17.3,33,4649,1148.89
77,380,9,180.1,703,78,19.4,8,4437,1294.62
13,11130,1,126,492,77,16.2,47,4355,1210.12
69,1350,3,26.9,105,78,19.1,8,4599,1293.02
20,2680,2,253.9,1263,78,15.8,52,4607,1283.64
14,104,3,26.9,105,76,17.5,32,4518,1116.36
5,4160,4,160.1,14208,79,19.9,5,4891,1458.74
17,200,4,80.1,313,80,19.3,11,4951,1474.19
29,1096,3,30.8,121,74,18.2,25,4253,1055.31
55,200,3,32.2,125,76,18.9,14,4231,1334.9
56,31660,1,106,0,77,16.2,47,4355,1210.12
7,5440,3,234.9,20868,75,17.7,25,4277,1191.47
58,25590,4,210,1492,78,15.6,57,4521,1462.63
38,199160,1,34.1,459,77,16.2,47,4355,1210.12
5,4690,3,27.9,2516,77,16.8,38,4652,1241.05
22,156,1,24.9,98,77,16.2,47,4355,1210.12
45,490,3,477,1864,77,17.3,33,4649,1148.89
38,9950,2,22,156,76,18.2,22,4269,1023.09
38,690,4,160.1,625,79,19.4,10,4738,1381.25
67,890,7,44.9,176,80,20.6,4,5129,1392.02
42,730,3,26.9,105,75,18.7,16,4211,1174.05
11,460,4,160.1,625,78,19.4,8,4437,1294.62
81,2020,3,120.1,469,77,18.5,19,4761,1162.61
32,490,4,43,168,79,18.9,10,4683,1302.41
48,6190,3,33.1,199,79,18.9,10,4683,1302.41
28,40,6,120.1,469,77,18.5,15,4386,1102.21
28,2270,10,399.9,1563,77,18.8,14,4423,1133.43
51,25780,3,26.9,163,76,17.5,32,4518,1116.36
17,4460,7,279.9,0,78,19.4,8,4437,1294.62
58,11910,3,102,0,76,16.8,41,4359,1120.56
25,520,3,37.1,145,76,16.7,39,4482,1150.77
31,600,3,25.9,102,78,16,50,4568,1345.25
56,1180,4,259.8,1016,76,17.8,27,4512,1039.26
62,90,3,32.2,0,77,17.9,25,4528,1072.98
70,490,3,62,176,77,16.8,38,4652,1241.05
33,540,3,30.8,121,76,18.2,22,4269,1023.09
42,620,3,28.9,113,76,17.2,36,4474,1115.61
28,2290,85,3490.2,0,77,18.8,14,4423,1133.43
55,44520,11,440,230,76,17.8,27,4512,1039.26
13,4080,5,49.9,302,78,19.4,8,4437,1294.62
91,4870,4,43,168,76,18.9,14,4231,1334.9
6,2120,12,1680.1,149184,76,17.3,32,4479,1129.57
61,320,3,34.1,133,78,20.4,4,4824,1481.42
56,39820,4,280.8,1098,76,17.8,27,4512,1039.26
11,300,3,200.1,1,77,17.9,30,4756,1107.59
74,1450,3,32.2,0,76,18.6,20,4202,1137.8
39,2140,3,165,645,76,17.8,27,4512,1039.26
58,7120,2,1055.1,4122,78,20.4,4,4824,1481.42
6,9999,45,5858.9,520220,77,16.2,47,4355,1210.12
34,210,5,62,242,78,15.1,59,4627,1252.83
36,2202,9,437,2639,77,16.2,47,4355,1210.12
70,5450,3,32.2,125,78,15.8,52,4607,1283.64
23,50,4,80.1,313,79,19.4,13,4642,1418.14
37,6790,2,314,2900,77,17.9,30,4756,1107.59
67,3910,8,47.9,188,76,20,3,4432,1557.81
56,6680,4,217.8,852,76,20,3,4432,1557.81
92,19730,3,25.9,185,76,19.5,6,4317,1325.87
87,6260,3,32.2,193,75,18.6,16,4198,1088.31
22,8780,3,86.9,433,74,18,19,3993,1394.54
14,20760,1,62,0,76,16.8,41,4359,1120.56
48,490,4,81,316,78,19.4,8,4437,1294.62
25,17810,3,315,1231,76,20,3,4432,1557.81
51,60,5,100.1,391,76,18.6,20,4202,1137.8
17,160,1,67.9,266,74,18,19,3993,1394.54
19,1130,8,319.9,1250,76,18.4,15,4225,1431.38
52,700,3,90.9,356,76,17.2,36,4474,1115.61
72,2250,8,215.9,1304,78,20.7,0,4392,1541.35
51,1270,3,123,481,77,17.3,33,4649,1148.89
67,830,3,44.9,176,79,19.9,5,4891,1458.74
57,1768,3,25.9,102,77,17.9,30,4756,1107.59
9,4375,1,32.2,2841,77,16.2,47,4355,1210.12
39,1930,2,21,82,77,16.2,47,4355,1210.12
42,310,4,151.9,594,79,15.6,59,4612,1608.46
44,1190,3,34.1,133,77,18.5,15,4386,1102.21
59,240,7,266.1,1039,80,19.3,11,4951,1474.19
45,490,3,32.2,125,78,15.1,59,4627,1252.83
23,1930,1,98.1,383,77,16.2,47,4355,1210.12
36,3370,3,89.9,352,79,19.5,8,4841,1472.46
56,170,3,33.1,129,76,18.6,20,4202,1137.8
42,15890,4,286.1,1727,76,19.2,13,4163,1241.28
13,1780,9,576.1,2251,75,18.3,16,4199,1141.68
42,90,5,200.1,781,78,19.4,8,4437,1294.62
72,490,2,21,82,79,19.5,8,4841,1472.46
19,60,3,34.1,133,78,15.8,52,4607,1283.64
55,17950,3,240.2,938,77,16.3,43,4537,1196.86
14,19910,4,484.9,0,76,16.8,41,4359,1120.56
